"year","count","tag1","tag2","rank1","rank2"
2017,431,javascript,windows,7,2
2017,328,c#,windows,2,3
2017,215,java,windows,5,4
2017,213,linux,windows,5,5
2017,188,c,windows,6,6
2017,180,c++,windows,3,7
2017,172,ruby,windows,4,8
2017,162,html,windows,7,9
2017,157,php,windows,5,10
2017,154,ruby-on-rails,windows,3,11
2017,116,css,windows,7,12
2017,114,jquery,windows,11,13
2017,104,mysql,windows,5,14
2017,87,android,windows,19,15
2017,79,centos,windows,6,16
2017,70,os-x,windows,6,17
2017,69,visual-studio,windows,1,18
2017,65,swift,windows,9,19
2017,39,git,windows,12,20
2017,39,monaca,windows,7,21
2017,38,.net,windows,5,22
2016,116,php,windows-10,21,1
2016,92,python,windows-10,14,2
2017,357,python,windows-10,9,1
2017,106,php,windows-10,8,2
2015,373,c#,winforms,14,1
2016,199,c#,winforms,16,1
2017,217,c#,winforms,15,1
2015,347,php,wordpress,6,1
2015,337,javascript,wordpress,19,2
2015,171,java,wordpress,24,3
2015,147,html,wordpress,20,4
2015,133,jquery,wordpress,16,5
2015,108,linux,wordpress,13,6
2015,104,monaca,wordpress,12,7
2015,102,python,wordpress,12,8
2015,93,ruby-on-rails,wordpress,18,9
2015,92,mysql,wordpress,10,10
2015,80,ruby,wordpress,20,11
2015,48,swift,wordpress,15,12
2016,210,javascript,wordpress,21,1
2016,186,php,wordpress,9,2
2016,101,ruby-on-rails,wordpress,9,3
2016,91,python,wordpress,15,4
2016,89,ruby,wordpress,9,5
2016,87,monaca,wordpress,15,6
2016,78,html,wordpress,23,7
2016,68,jquery,wordpress,17,8
2016,57,linux,wordpress,18,9
2016,53,mysql,wordpress,10,10
2016,49,java,wordpress,31,11
2016,19,swift,wordpress,17,12
2017,337,javascript,wordpress,13,1
2017,194,swift,wordpress,6,2
2017,173,php,wordpress,3,3
2017,126,ruby-on-rails,wordpress,5,4
2017,124,python,wordpress,26,5
2017,122,jquery,wordpress,8,6
2017,122,html,wordpress,16,7
2017,110,ruby,wordpress,8,8
2017,76,mysql,wordpress,9,9
2017,72,java,wordpress,30,10
2017,69,linux,wordpress,21,11
2017,32,monaca,wordpress,12,12
2015,386,c#,wpf,12,1
2016,230,c#,wpf,9,1
2017,153,c#,wpf,23,1
2015,20,swift,xaml,16,1
2016,230,swift,xaml,11,1
2015,91,php,xampp,28,1
2016,107,php,xampp,23,1
2017,114,php,xampp,7,1
2014,51,javascript,xcode,12,1
2014,37,ios,xcode,5,2
2014,33,objective-c,xcode,3,3
2014,29,os-x,xcode,4,4
2014,29,swift,xcode,1,5
2014,27,ruby,xcode,6,6
2014,27,android,xcode,22,7
2014,21,ruby-on-rails,xcode,5,8
2014,14,java,xcode,14,9
2014,13,python,xcode,7,10
2014,11,linux,xcode,9,11
2014,11,jquery,xcode,8,12
2014,11,php,xcode,8,13
2014,7,c,xcode,17,14
2014,6,iphone,xcode,2,15
2014,4,html,xcode,13,16
2014,3,c++,xcode,24,17
2015,993,ios,xcode,2,1
2015,973,swift,xcode,1,2
2015,598,objective-c,xcode,1,3
2015,529,android,xcode,10,4
2015,482,javascript,xcode,13,5
2015,285,php,xcode,8,6
2015,258,java,xcode,12,7
2015,188,html,xcode,16,8
2015,181,monaca,xcode,4,9
2015,171,c++,xcode,21,10
2015,165,iphone,xcode,2,11
2015,157,jquery,xcode,14,12
2015,156,python,xcode,7,13
2015,153,c,xcode,23,14
2015,139,os-x,xcode,3,15
2015,103,ruby,xcode,19,16
2015,84,linux,xcode,20,17
2015,80,ruby-on-rails,xcode,19,18
2016,857,swift,xcode,1,1
2016,449,ios,xcode,2,2
2016,262,javascript,xcode,14,3
2016,173,php,xcode,11,4
2016,168,ruby-on-rails,xcode,4,5
2016,158,objective-c,xcode,2,6
2016,132,java,xcode,16,7
2016,128,android,xcode,12,8
2016,109,ruby,xcode,7,9
2016,109,python,xcode,12,10
2016,104,monaca,xcode,12,11
2016,94,swift3,xcode,1,12
2016,88,html,xcode,19,13
2016,72,jquery,xcode,13,14
2016,65,iphone,xcode,2,15
2016,55,linux,xcode,19,16
2016,49,os-x,xcode,7,17
2016,42,c++,xcode,21,18
2016,27,c,xcode,28,19
2017,464,swift,xcode,2,1
2017,261,ios,xcode,3,2
2017,258,swift3,xcode,1,3
2017,219,python,xcode,17,4
2017,178,javascript,xcode,22,5
2017,127,android,xcode,7,6
2017,106,ruby,xcode,10,7
2017,104,java,xcode,23,8
2017,99,ruby-on-rails,xcode,7,9
2017,94,php,xcode,12,10
2017,81,html,xcode,21,11
2017,75,linux,xcode,19,12
2017,61,monaca,xcode,4,13
2017,58,os-x,xcode,7,14
2017,46,jquery,xcode,17,15
2017,43,objective-c,xcode,2,16
2017,37,c,xcode,30,17
2017,24,c++,xcode,28,18
2017,23,iphone,xcode,2,19
2014,24,objective-c,xcode6,4,1
2014,22,ios,xcode6,11,2
2014,14,swift,xcode6,2,3
2014,13,xcode,xcode6,1,4
2015,518,ios,xcode6,8,1
2015,518,swift,xcode6,2,2
2015,410,objective-c,xcode6,3,3
2015,231,xcode,xcode6,1,4
2016,23,swift,xcode6,16,1
2016,20,xcode,xcode6,2,2
2016,15,ios,xcode6,31,3
2016,7,objective-c,xcode6,15,4
2015,439,swift,xcode7,4,1
2015,352,ios,xcode7,14,2
2015,201,objective-c,xcode7,16,3
2015,163,xcode,xcode7,2,4
2016,518,swift,xcode7,4,1
2016,256,ios,xcode7,6,2
2016,185,xcode,xcode7,1,3
2016,83,objective-c,xcode7,4,4
2017,55,swift,xcode7,10,1
2017,18,ios,xcode7,26,2
2017,15,xcode,xcode7,1,3
2017,4,objective-c,xcode7,11,4
2017,295,swift,xcode8,3,1
2014,10,javascript,xml,20,1
2014,5,c#,xml,21,2
2014,5,python,xml,13,3
2014,4,c,xml,25,4
2014,4,php,xml,17,5
2014,3,jquery,xml,14,6
2014,3,swift,xml,6,7
2014,1,linux,xml,16,8
2014,1,objective-c,xml,7,9
2014,1,html,xml,22,10
2014,1,ios,xml,19,11
2015,373,javascript,xml,18,1
2015,293,swift,xml,10,2
2015,265,ios,xml,23,3
2015,248,php,xml,13,4
2015,215,objective-c,xml,15,5
2015,185,java,xml,22,6
2015,160,jquery,xml,13,7
2015,145,c#,xml,30,8
2015,143,python,xml,8,9
2015,141,html,xml,22,10
2015,120,c++,xml,27,11
2015,118,c,xml,29,12
2015,89,linux,xml,19,13
2016,351,swift,xml,6,1
2016,159,ios,xml,22,2
2016,157,c#,xml,24,3
2016,123,javascript,xml,31,4
2016,79,java,xml,25,5
2016,58,c,xml,21,6
2016,53,php,xml,26,7
2016,48,html,xml,28,8
2016,46,objective-c,xml,8,9
2016,41,c++,xml,22,10
2016,35,linux,xml,21,11
2016,33,jquery,xml,18,12
2016,32,python,xml,24,13
2017,223,javascript,xml,18,1
2017,215,c#,xml,16,2
2017,211,python,xml,18,3
2017,144,java,xml,15,4
2017,110,linux,xml,15,5
2017,109,c,xml,22,6
2017,83,c++,xml,21,7
2017,61,html,xml,26,8
2017,60,jquery,xml,16,9
2017,43,php,xml,23,10
2017,21,swift,xml,13,11
2017,8,ios,xml,27,12
2017,1,objective-c,xml,12,13
2014,10,ruby,xpath,9,1
2014,2,ruby-on-rails,xpath,9,2
2015,194,ruby-on-rails,xpath,9,1
2015,167,ruby,xpath,10,2
2016,11,ruby,xpath,20,1
2016,6,ruby-on-rails,xpath,19,2
2017,48,ruby,xpath,16,1
2017,26,ruby-on-rails,xpath,18,2
2014,1,swift,youtube-data-api,7,1
2015,93,swift,youtube-data-api,13,1
2016,230,swift,youtube-data-api,10,1
2015,194,ruby-on-rails,zsh,10,1
2015,167,ruby,zsh,11,2
2015,1,python,zsh,21,3
2016,72,python,zsh,20,1
2016,25,ruby,zsh,18,2
2016,12,ruby-on-rails,zsh,17,3
2017,246,python,zsh,14,1
2017,54,ruby,zsh,15,2
2017,32,ruby-on-rails,zsh,16,3
